"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000063253",11.2851058991471,1.54103346018277,0.505780952976073,3.04683964691662,0.00231261043859991,0.0111086241708891
"ENSMUSG00000063268",48.4495085376001,-1.0795285638332,0.229912341620841,-4.69539197514458,2.66095964050796e-06,2.65339130022468e-05
"ENSMUSG00000063273",136.60909770968,1.0452460826786,0.112985545516087,9.25114870140429,2.2209283860052e-20,9.62360710183038e-19
"ENSMUSG00000063286",1223.96641438482,0.74746006150482,0.05570670330438,13.417775907878,4.75778673127901e-41,7.05707866506827e-39
"ENSMUSG00000063316",107.362347550734,-1.35998295280619,0.161044757440792,-8.44475147417443,3.04692977186899e-17,1.05385512692491e-15
"ENSMUSG00000063354",30.050880257499,-1.43422345483657,0.251377955810838,-5.70544640722522,1.16038564679399e-08,1.73450668482986e-07
"ENSMUSG00000063358",136.190158236019,0.333085665019465,0.106512544563945,3.12719657936157,0.00176481881511396,0.00883612302562411
"ENSMUSG00000063362",12.1238624449644,0.99900491957669,0.361923534650863,2.7602651497654,0.0057754465980391,0.0240464343377466
"ENSMUSG00000063382",36.3568713186542,-0.741242515490148,0.213010558405183,-3.47983931425678,0.000501714597146689,0.00294499595722406
"ENSMUSG00000063406",128.503106886926,0.585805998506536,0.128053641148786,4.574692240308,4.76920521987369e-06,4.50519042999213e-05
"ENSMUSG00000063439",12.0644012056477,-1.35605326132327,0.396305239477874,-3.42173942264767,0.000622219152077515,0.00356154086825519
"ENSMUSG00000063450",56.9879838560126,0.593068343047407,0.167278355904556,3.54539796759955,0.000392020724880655,0.00238176908310712
"ENSMUSG00000063457",141.848269426725,-1.2605059036466,0.142629202341864,-8.8376425230601,9.77594894817993e-19,3.7890399114227e-17
"ENSMUSG00000063511",200.281326044418,-0.28694728700857,0.105409767385108,-2.72220776240049,0.00648473595148309,0.0264794582569689
"ENSMUSG00000063524",146.363744416077,-1.03087223244979,0.111934619009376,-9.20959254226297,3.27365206826271e-20,1.39500985649228e-18
"ENSMUSG00000063550",808.312619775983,0.812610783687846,0.0575285803201827,14.1253404684273,2.6511544272371e-45,5.11208852431994e-43
"ENSMUSG00000063576",59.2274063713718,-0.643223173496765,0.210658519643966,-3.05339264029709,0.00226269669000073,0.0108973959225574
"ENSMUSG00000063659",9.50047799530002,1.9109193769886,0.441854278431311,4.32477282730592,1.52689128290702e-05,0.000129132812116907
"ENSMUSG00000063663",68.1965095527978,0.493881802904973,0.177664875291826,2.77985055905812,0.0054383919135551,0.0228528013234816
"ENSMUSG00000063698",1.61871229064229,4.5825852911984,1.76652327090803,2.59412676111697,0.00948315160377108,0.036435142376033
"ENSMUSG00000063856",18.1376562679979,-1.08467553924523,0.330435251461458,-3.28256605325219,0.00102866882841177,0.00553093250159638
"ENSMUSG00000063870",339.923487815886,-0.297227257771113,0.0721711711472991,-4.11836545044394,3.81569250292798e-05,0.000295486307982766
"ENSMUSG00000063882",51.9307652770014,-1.36880822799634,0.251739469083599,-5.4374001541323,5.4063628173273e-08,7.32851957997285e-07
"ENSMUSG00000063884",79.7884780192776,0.824172440020678,0.177029164054653,4.65557437624365,3.23078747527388e-06,3.1663359335181e-05
"ENSMUSG00000063888",51.2863212440285,-0.62409246004855,0.250205262629866,-2.49432187592227,0.0126198048385157,0.0455091031338069
"ENSMUSG00000063889",531.761140837532,0.94093491404587,0.0737537398809173,12.7577925616396,2.82081813246056e-37,3.53771874075907e-35
"ENSMUSG00000063894",16.5529902733212,1.40038230640238,0.422153891234759,3.31723178556141,0.000909141595379176,0.00497143504087883
"ENSMUSG00000063897",17.9657492973707,-1.33343134134887,0.32448705043178,-4.10935148128265,3.96771792934164e-05,0.00030572435953059
"ENSMUSG00000063904",43.0919156060764,-1.15408201665982,0.228246396569916,-5.05629895587993,4.27471054064821e-07,4.96548831325597e-06
"ENSMUSG00000063953",4.24046720640425,3.42620218490999,1.38158865894588,2.47990033989139,0.0131419108632023,0.0469275733740183
"ENSMUSG00000064030",17.6897546822587,-1.69532638383948,0.33897218307351,-5.00137317601613,5.69234074733401e-07,6.45187717622149e-06
"ENSMUSG00000064105",16.7802742468969,-0.944600280115259,0.316457666922423,-2.98491829666057,0.00283654077202773,0.0132314720136982
"ENSMUSG00000064109",26.3682343751122,-1.6425416952025,0.317952109233285,-5.16600345619141,2.39152369937264e-07,2.89573348402844e-06
"ENSMUSG00000064127",298.846179976193,0.863179435814643,0.0826103395431197,10.4488062945691,1.48381011268794e-25,9.30457512126996e-24
"ENSMUSG00000064145",230.225083029698,0.261093057326818,0.0977000385046409,2.67239462054476,0.00753120247531544,0.0299269266832087
"ENSMUSG00000064181",61.1354891396097,0.648977978424567,0.252266504701131,2.57258877548343,0.010094106450939,0.0382671955685245
"ENSMUSG00000064210",59.1810680197939,0.434169072349294,0.161968044036232,2.68058477172307,0.0073493646967704,0.0293328071959587
"ENSMUSG00000064215",19.7412123940237,-1.00757068466172,0.321115265345252,-3.13772278492714,0.00170265825632586,0.00856381032347008
"ENSMUSG00000064262",95.1686868043741,0.383182004707767,0.129361413849733,2.96210433470426,0.00305544228571191,0.014099088453303
"ENSMUSG00000064288",31.8246449580495,-4.1766304229478,0.449872972784614,-9.28402165859261,1.6319954025579e-20,7.152034397687e-19
"ENSMUSG00000064289",136.257159440724,0.811928873375739,0.105415860845082,7.70215095590733,1.33794693828502e-14,3.63365659682831e-13
"ENSMUSG00000064339",9080.84131092814,0.636692127935,0.0158171512701382,40.2532742502776,0,0
"ENSMUSG00000064345",28.3689262148829,1.89422203101177,0.25468077527306,7.43763257741326,1.02505689577809e-13,2.56696877829104e-12
"ENSMUSG00000064351",1964.4788859253,0.365624521997144,0.0330262931448592,11.0707102487539,1.74015903901721e-28,1.34218466679397e-26
"ENSMUSG00000064354",2.34488459210773,5.66778758401126,1.45698247235364,3.89008631988234,0.000100208569965664,0.000707467917753012
"ENSMUSG00000064357",1.72441366787642,5.28031601040371,1.65453963755124,3.1914110067612,0.00141579719203514,0.00731661222255749
"ENSMUSG00000064358",5.18710358273665,6.70898826786686,1.26861427292055,5.28843826770267,1.23365108997772e-07,1.56242214400627e-06
"ENSMUSG00000064363",29.2093165955833,1.79818845717325,0.246475326712063,7.29561242969332,2.97303588480885e-13,7.17715986839771e-12
"ENSMUSG00000064367",110.124219094595,1.62225389833953,0.123958608626679,13.0870612078682,3.90423503723718e-39,5.28304646354568e-37
"ENSMUSG00000064368",34.2903487827997,3.40505358815168,0.382107530326684,8.91124439562998,5.04629425621597e-19,2.00629214423679e-17
"ENSMUSG00000064370",124.438942395815,0.590736040849491,0.112220698944724,5.26405597545305,1.4091151616193e-07,1.76723662464547e-06
"ENSMUSG00000064373",51.6671214516664,0.821640835547555,0.198938955120513,4.13011536654459,3.62581240093454e-05,0.000281772201999074
"ENSMUSG00000064380",8.05816748739038,-2.10278114067359,0.54275430054782,-3.87427817439896,0.000106941202832057,0.000749852270403327
"ENSMUSG00000065037",5272.45376167328,-1.63793595611004,0.0275017790940811,-59.5574544652841,0,0
"ENSMUSG00000065232",11.1900703306624,-3.37582368339872,0.586779200959193,-5.75314134836467,8.76001809794169e-09,1.32223130311985e-07
"ENSMUSG00000065327",1.86401239664821,4.74833108405901,1.59245860225499,2.98176108147187,0.00286595562432832,0.0133484998372248
"ENSMUSG00000065353",20.5918199183535,-2.23168938725812,0.4237278171484,-5.26679933896464,1.3882280312257e-07,1.74387667831333e-06
"ENSMUSG00000065820",1.98633278434859,-3.81755558840688,1.52738718414376,-2.4994026583685,0.0124402870613105,0.0450203903459954
"ENSMUSG00000065911",7.04088914505536,3.89192589743363,0.753696209411448,5.16378595093743,2.42004421611927e-07,2.92796879042007e-06
"ENSMUSG00000065954",303.887898944932,-0.464508591565877,0.0861848326418972,-5.38967910393161,7.05836043038606e-08,9.33010008561572e-07
"ENSMUSG00000065990",16.6380531097736,-1.34893171792934,0.342034706114028,-3.9438445684504,8.01856402273164e-05,0.000578551770882405
"ENSMUSG00000066108",2.3353998369007,5.82785515414914,1.48596238594689,3.92193988842825,8.78389087703221e-05,0.00063023395660046
"ENSMUSG00000066152",4.06262668964565,2.15506376512186,0.710164709709683,3.034597095092,0.00240857212898865,0.0114852036048775
"ENSMUSG00000066232",170.439712508301,0.556049246036823,0.102274732165029,5.43681938115067,5.42400712366527e-08,7.34598190427221e-07
"ENSMUSG00000066258",120.771940593401,0.884116821791048,0.15560136437789,5.68193489386058,1.33179362258237e-08,1.97351089548085e-07
"ENSMUSG00000066415",160.324767237359,0.655337638218442,0.0974651989021024,6.72381163328551,1.77031265170375e-11,3.68540390893145e-10
"ENSMUSG00000066442",20.2493705900436,0.93072435185488,0.274449675357178,3.39123866932472,0.000695774818584642,0.0039343923575831
"ENSMUSG00000066568",178.929740635422,0.318756029442712,0.119691278246703,2.66315168583717,0.00774125095221589,0.0306668046196411
"ENSMUSG00000066595",90.9981495616976,0.916804339810865,0.170522971585109,5.37642718332108,7.59784059464521e-08,9.95788351852142e-07
"ENSMUSG00000066621",435.761395700907,-0.556184366423162,0.0740330891973787,-7.51264566227037,5.79442111718442e-14,1.48479634806789e-12
"ENSMUSG00000066687",3.90021136105309,2.78101818133386,0.8231888765882,3.37834761915164,0.000729228348195263,0.00409951767465748
"ENSMUSG00000066842",2.55871694074705,4.42540347227253,1.45141907910243,3.04901839585108,0.00229590422478273,0.0110400930709159
"ENSMUSG00000066900",69.8962537663966,-0.563017555087621,0.177450730498712,-3.17281057962006,0.00150970987728824,0.00772686946484684
"ENSMUSG00000066979",40.502553495778,-0.517324454542789,0.206201056319735,-2.50883513293272,0.012113000467877,0.044194689029676
"ENSMUSG00000067071",11.4014304653239,-2.12979389634201,0.570807534890516,-3.7311944327268,0.000190574065629368,0.0012520423919926
