Sample,Sequence,RPKM
SI072_120m,SaanichInlet_120m_185_74,0.409358
SI072_120m,SaanichInlet_120m_185_75,0.293416
SI072_120m,SaanichInlet_120m_185_76,0.181498
SI072_120m,SaanichInlet_120m_185_77,0.388513
SI072_120m,SaanichInlet_120m_185_78,0.418006
SI072_120m,SaanichInlet_120m_185_79,0.244912
SI072_120m,SaanichInlet_120m_185_8,0.546102
SI072_120m,SaanichInlet_120m_185_80,0.210154
SI072_120m,SaanichInlet_120m_185_81,0.440102
SI072_120m,SaanichInlet_120m_185_82,0.332286
SI072_120m,SaanichInlet_120m_185_83,0.419913
SI072_120m,SaanichInlet_120m_185_84,0.26322
SI072_120m,SaanichInlet_120m_185_85,0.642866
SI072_120m,SaanichInlet_120m_185_86,0.184261
SI072_120m,SaanichInlet_120m_185_87,0.0985372
SI072_120m,SaanichInlet_120m_185_88,0.170011
SI072_120m,SaanichInlet_120m_185_89,0.309388
SI072_120m,SaanichInlet_120m_185_9,0.169726
SI072_120m,SaanichInlet_120m_185_90,0.412765
SI072_120m,SaanichInlet_120m_185_91,0.15646
SI072_120m,SaanichInlet_120m_185_92,0.0638962
SI072_120m,SaanichInlet_120m_185_93,0.147892
SI072_120m,SaanichInlet_120m_185_94,0.255133
SI072_120m,SaanichInlet_120m_185_95,0.126357
SI072_120m,SaanichInlet_120m_185_96,0.411477
SI072_120m,SaanichInlet_120m_185_97,0.84603
SI072_120m,SaanichInlet_120m_185_98,0.293345
SI072_120m,SaanichInlet_120m_185_99,0.10109
SI072_120m,SaanichInlet_120m_186_1,4.17264
SI072_120m,SaanichInlet_120m_186_10,5.10155
SI072_120m,SaanichInlet_120m_186_100,0.683317
SI072_120m,SaanichInlet_120m_186_101,0.976795
SI072_120m,SaanichInlet_120m_186_102,0.260871
SI072_120m,SaanichInlet_120m_186_103,1.3195
SI072_120m,SaanichInlet_120m_186_104,1.44848
SI072_120m,SaanichInlet_120m_186_105,0.41335
SI072_120m,SaanichInlet_120m_186_11,1.47336
SI072_120m,SaanichInlet_120m_186_12,1.55021
SI072_120m,SaanichInlet_120m_186_13,1.44761
SI072_120m,SaanichInlet_120m_186_14,3.91709
SI072_120m,SaanichInlet_120m_186_15,0.856258
SI072_120m,SaanichInlet_120m_186_16,2.41541
SI072_120m,SaanichInlet_120m_186_17,91.9654
SI072_120m,SaanichInlet_120m_186_18,1.15452
SI072_120m,SaanichInlet_120m_186_19,30.7634
SI072_120m,SaanichInlet_120m_186_2,32.5135
SI072_120m,SaanichInlet_120m_186_20,2.21722
SI072_120m,SaanichInlet_120m_186_21,0.657205
SI072_120m,SaanichInlet_120m_186_22,3.89921
SI072_120m,SaanichInlet_120m_186_23,2.44212
SI072_120m,SaanichInlet_120m_186_24,2.52824
SI072_120m,SaanichInlet_120m_186_25,4.04343
SI072_120m,SaanichInlet_120m_186_26,3.14733
SI072_120m,SaanichInlet_120m_186_27,0.498794
SI072_120m,SaanichInlet_120m_186_28,5.3327
SI072_120m,SaanichInlet_120m_186_29,4.39684
SI072_120m,SaanichInlet_120m_186_3,1.42314
SI072_120m,SaanichInlet_120m_186_30,2.77693
SI072_120m,SaanichInlet_120m_186_31,2.44502
SI072_120m,SaanichInlet_120m_186_32,1.14903
SI072_120m,SaanichInlet_120m_186_33,2.29048
SI072_120m,SaanichInlet_120m_186_34,2.56037
SI072_120m,SaanichInlet_120m_186_35,1.29129
SI072_120m,SaanichInlet_120m_186_36,18.9051
SI072_120m,SaanichInlet_120m_186_37,5.46161
SI072_120m,SaanichInlet_120m_186_38,2.97075
SI072_120m,SaanichInlet_120m_186_39,2.80811
SI072_120m,SaanichInlet_120m_186_4,3.75074
SI072_120m,SaanichInlet_120m_186_40,2.106
SI072_120m,SaanichInlet_120m_186_41,14.7108
SI072_120m,SaanichInlet_120m_186_42,1.13928
SI072_120m,SaanichInlet_120m_186_43,1.26851
SI072_120m,SaanichInlet_120m_186_44,11.5847
SI072_120m,SaanichInlet_120m_186_45,1.61792
SI072_120m,SaanichInlet_120m_186_46,1.95033
SI072_120m,SaanichInlet_120m_186_47,1.60933
SI072_120m,SaanichInlet_120m_186_48,1.4383
SI072_120m,SaanichInlet_120m_186_49,2.71989
SI072_120m,SaanichInlet_120m_186_5,5.57857
SI072_120m,SaanichInlet_120m_186_50,37.1933
SI072_120m,SaanichInlet_120m_186_51,0.152797
SI072_120m,SaanichInlet_120m_186_52,3.39765
SI072_120m,SaanichInlet_120m_186_53,3.73172
SI072_120m,SaanichInlet_120m_186_54,1.45625
SI072_120m,SaanichInlet_120m_186_55,2.94178
SI072_120m,SaanichInlet_120m_186_56,0.757581
SI072_120m,SaanichInlet_120m_186_57,0.496096
SI072_120m,SaanichInlet_120m_186_58,3.54222
SI072_120m,SaanichInlet_120m_186_59,0.625219
SI072_120m,SaanichInlet_120m_186_6,3.7172
SI072_120m,SaanichInlet_120m_186_60,1.62594
SI072_120m,SaanichInlet_120m_186_61,0.262186
SI072_120m,SaanichInlet_120m_186_62,12.1664
SI072_120m,SaanichInlet_120m_186_63,2.68514
SI072_120m,SaanichInlet_120m_186_64,274.391
SI072_120m,SaanichInlet_120m_186_65,1.5638
SI072_120m,SaanichInlet_120m_186_66,13.2334
SI072_120m,SaanichInlet_120m_186_67,2.09008
SI072_120m,SaanichInlet_120m_186_68,5.14486
SI072_120m,SaanichInlet_120m_186_69,9.08787
SI072_120m,SaanichInlet_120m_186_7,3.06431
SI072_120m,SaanichInlet_120m_186_70,0.987029
SI072_120m,SaanichInlet_120m_186_71,0.743282
SI072_120m,SaanichInlet_120m_186_72,1.20479
SI072_120m,SaanichInlet_120m_186_73,0.171101
SI072_120m,SaanichInlet_120m_186_74,0.884924
SI072_120m,SaanichInlet_120m_186_75,2.85325
SI072_120m,SaanichInlet_120m_186_76,0.779898
SI072_120m,SaanichInlet_120m_186_77,3.22013
SI072_120m,SaanichInlet_120m_186_78,0.365064
SI072_120m,SaanichInlet_120m_186_79,3.03607
SI072_120m,SaanichInlet_120m_186_8,1.53205
SI072_120m,SaanichInlet_120m_186_80,0.25923
SI072_120m,SaanichInlet_120m_186_81,0.711981
SI072_120m,SaanichInlet_120m_186_82,1.74328
SI072_120m,SaanichInlet_120m_186_83,1.47017
SI072_120m,SaanichInlet_120m_186_84,0.140353
SI072_120m,SaanichInlet_120m_186_85,1.09196
SI072_120m,SaanichInlet_120m_186_86,1.14788
SI072_120m,SaanichInlet_120m_186_87,6.72841
SI072_120m,SaanichInlet_120m_186_88,2.90724
SI072_120m,SaanichInlet_120m_186_89,7.20649
SI072_120m,SaanichInlet_120m_186_9,4.40038
SI072_120m,SaanichInlet_120m_186_90,0.976229
SI072_120m,SaanichInlet_120m_186_91,1.64913
SI072_120m,SaanichInlet_120m_186_92,0.469845
SI072_120m,SaanichInlet_120m_186_93,2.03697
SI072_120m,SaanichInlet_120m_186_94,1.34843
SI072_120m,SaanichInlet_120m_186_95,127.622
SI072_120m,SaanichInlet_120m_186_96,0.612292
SI072_120m,SaanichInlet_120m_186_97,1.88497
SI072_120m,SaanichInlet_120m_186_98,0.556988
SI072_120m,SaanichInlet_120m_186_99,3.08773
SI072_120m,SaanichInlet_120m_191_1,23.7009
SI072_120m,SaanichInlet_120m_191_10,1.22164
SI072_120m,SaanichInlet_120m_191_100,0.441153
SI072_120m,SaanichInlet_120m_191_101,0.524489
SI072_120m,SaanichInlet_120m_191_102,1.97204
SI072_120m,SaanichInlet_120m_191_103,3.8708
SI072_120m,SaanichInlet_120m_191_104,1.02443
SI072_120m,SaanichInlet_120m_191_105,0.358843
SI072_120m,SaanichInlet_120m_191_106,1.55088
SI072_120m,SaanichInlet_120m_191_107,0.568966
SI072_120m,SaanichInlet_120m_191_108,0.265677
SI072_120m,SaanichInlet_120m_191_109,1.193
SI072_120m,SaanichInlet_120m_191_11,0.275179
SI072_120m,SaanichInlet_120m_191_110,0.484825
SI072_120m,SaanichInlet_120m_191_111,1.04094
SI072_120m,SaanichInlet_120m_191_112,2.03869
SI072_120m,SaanichInlet_120m_191_113,0.493455
SI072_120m,SaanichInlet_120m_191_114,0.384953
SI072_120m,SaanichInlet_120m_191_115,0.3868
SI072_120m,SaanichInlet_120m_191_116,1.46413
SI072_120m,SaanichInlet_120m_191_117,0.30651
SI072_120m,SaanichInlet_120m_191_118,1.01201
SI072_120m,SaanichInlet_120m_191_119,0.55173
SI072_120m,SaanichInlet_120m_191_12,10.041
SI072_120m,SaanichInlet_120m_191_120,0.507714
SI072_120m,SaanichInlet_120m_191_121,0.71499
SI072_120m,SaanichInlet_120m_191_122,0.323685
SI072_120m,SaanichInlet_120m_191_123,0.0734316
SI072_120m,SaanichInlet_120m_191_124,0.294857
SI072_120m,SaanichInlet_120m_191_125,0.684076
SI072_120m,SaanichInlet_120m_191_126,0.474808
SI072_120m,SaanichInlet_120m_191_127,0.474029
SI072_120m,SaanichInlet_120m_191_128,1.44818
SI072_120m,SaanichInlet_120m_191_129,0.156714
SI072_120m,SaanichInlet_120m_191_13,1.34814
SI072_120m,SaanichInlet_120m_191_130,0.266775
SI072_120m,SaanichInlet_120m_191_131,0.408556
SI072_120m,SaanichInlet_120m_191_132,0.713058
SI072_120m,SaanichInlet_120m_191_133,0.430226
SI072_120m,SaanichInlet_120m_191_134,0.423061
SI072_120m,SaanichInlet_120m_191_135,0.439137
SI072_120m,SaanichInlet_120m_191_136,1.57887
SI072_120m,SaanichInlet_120m_191_137,0.478995
SI072_120m,SaanichInlet_120m_191_138,0.589636
SI072_120m,SaanichInlet_120m_191_139,1.47154
SI072_120m,SaanichInlet_120m_191_14,0.488933
SI072_120m,SaanichInlet_120m_191_140,0.766678
SI072_120m,SaanichInlet_120m_191_141,0.36512
SI072_120m,SaanichInlet_120m_191_142,0.933116
SI072_120m,SaanichInlet_120m_191_143,1.27398
SI072_120m,SaanichInlet_120m_191_144,3.44055
SI072_120m,SaanichInlet_120m_191_145,0.676243
SI072_120m,SaanichInlet_120m_191_146,0.281892
SI072_120m,SaanichInlet_120m_191_147,0.435642
SI072_120m,SaanichInlet_120m_191_148,0.40176
SI072_120m,SaanichInlet_120m_191_149,0.318781
SI072_120m,SaanichInlet_120m_191_15,2.40595
SI072_120m,SaanichInlet_120m_191_150,0.373644
SI072_120m,SaanichInlet_120m_191_151,0.304248
SI072_120m,SaanichInlet_120m_191_152,0.701462
SI072_120m,SaanichInlet_120m_191_153,0.543698
SI072_120m,SaanichInlet_120m_191_154,0.974547
SI072_120m,SaanichInlet_120m_191_155,0.594278
SI072_120m,SaanichInlet_120m_191_156,0.254038
SI072_120m,SaanichInlet_120m_191_157,0.421045
SI072_120m,SaanichInlet_120m_191_158,0.604781
SI072_120m,SaanichInlet_120m_191_159,1.02465
SI072_120m,SaanichInlet_120m_191_16,0.441075
SI072_120m,SaanichInlet_120m_191_160,0.230811
SI072_120m,SaanichInlet_120m_191_161,0.161344
SI072_120m,SaanichInlet_120m_191_162,0.205241
SI072_120m,SaanichInlet_120m_191_163,0.818776
SI072_120m,SaanichInlet_120m_191_164,0.915973
SI072_120m,SaanichInlet_120m_191_165,0.204735
SI072_120m,SaanichInlet_120m_191_166,0.518661
SI072_120m,SaanichInlet_120m_191_167,0.328295
SI072_120m,SaanichInlet_120m_191_168,0.665871
SI072_120m,SaanichInlet_120m_191_169,0.471213
SI072_120m,SaanichInlet_120m_191_17,0.600246
SI072_120m,SaanichInlet_120m_191_170,6.11573
SI072_120m,SaanichInlet_120m_191_171,0.177886
SI072_120m,SaanichInlet_120m_191_172,0.413834
SI072_120m,SaanichInlet_120m_191_173,0.950011
SI072_120m,SaanichInlet_120m_191_174,0.209777
SI072_120m,SaanichInlet_120m_191_175,0.375938
SI072_120m,SaanichInlet_120m_191_176,0.151816
SI072_120m,SaanichInlet_120m_191_177,0.174964
SI072_120m,SaanichInlet_120m_191_178,1.29441
SI072_120m,SaanichInlet_120m_191_179,0.566911
SI072_120m,SaanichInlet_120m_191_18,0.379597
SI072_120m,SaanichInlet_120m_191_180,0.130755
SI072_120m,SaanichInlet_120m_191_181,0.724415
SI072_120m,SaanichInlet_120m_191_182,0.412812
SI072_120m,SaanichInlet_120m_191_183,0.91285
SI072_120m,SaanichInlet_120m_191_184,0.538549
SI072_120m,SaanichInlet_120m_191_185,0.784697
SI072_120m,SaanichInlet_120m_191_186,0.877755
SI072_120m,SaanichInlet_120m_191_187,0.311067
SI072_120m,SaanichInlet_120m_191_188,0.512346
SI072_120m,SaanichInlet_120m_191_189,0.356657
SI072_120m,SaanichInlet_120m_191_19,0.449295
SI072_120m,SaanichInlet_120m_191_190,0.858784
SI072_120m,SaanichInlet_120m_191_191,2.87483
SI072_120m,SaanichInlet_120m_191_192,0.615837
SI072_120m,SaanichInlet_120m_191_193,0.313896
SI072_120m,SaanichInlet_120m_191_194,0.718492
SI072_120m,SaanichInlet_120m_191_195,0.215287
SI072_120m,SaanichInlet_120m_191_196,7.72331
SI072_120m,SaanichInlet_120m_191_197,0.428864
SI072_120m,SaanichInlet_120m_191_198,0.311471
SI072_120m,SaanichInlet_120m_191_199,0.254645
SI072_120m,SaanichInlet_120m_191_2,1.17056
SI072_120m,SaanichInlet_120m_191_20,1.15513
SI072_120m,SaanichInlet_120m_191_200,0.20221
SI072_120m,SaanichInlet_120m_191_201,0.205343
SI072_120m,SaanichInlet_120m_191_202,0.700841
SI072_120m,SaanichInlet_120m_191_203,0.448617
SI072_120m,SaanichInlet_120m_191_204,0.65396
SI072_120m,SaanichInlet_120m_191_205,0.370968
SI072_120m,SaanichInlet_120m_191_206,0.272647
SI072_120m,SaanichInlet_120m_191_207,0.288943
SI072_120m,SaanichInlet_120m_191_208,0.236249
SI072_120m,SaanichInlet_120m_191_209,0.596112
SI072_120m,SaanichInlet_120m_191_21,0.694373
SI072_120m,SaanichInlet_120m_191_210,0.153464
SI072_120m,SaanichInlet_120m_191_22,0.811769
SI072_120m,SaanichInlet_120m_191_23,0.795942
SI072_120m,SaanichInlet_120m_191_24,0.290691
SI072_120m,SaanichInlet_120m_191_25,3.92766
SI072_120m,SaanichInlet_120m_191_26,0.480662
SI072_120m,SaanichInlet_120m_191_27,0.720328
SI072_120m,SaanichInlet_120m_191_28,0.208526
SI072_120m,SaanichInlet_120m_191_29,0.810428
SI072_120m,SaanichInlet_120m_191_3,0.45391
SI072_120m,SaanichInlet_120m_191_30,0.331588
SI072_120m,SaanichInlet_120m_191_31,0.490787
SI072_120m,SaanichInlet_120m_191_32,0.538597
SI072_120m,SaanichInlet_120m_191_33,1.83264
SI072_120m,SaanichInlet_120m_191_34,0.25349
SI072_120m,SaanichInlet_120m_191_35,0.354579
SI072_120m,SaanichInlet_120m_191_36,1.64271
SI072_120m,SaanichInlet_120m_191_37,1.69566
SI072_120m,SaanichInlet_120m_191_38,0.44761
SI072_120m,SaanichInlet_120m_191_39,0.392987
SI072_120m,SaanichInlet_120m_191_4,0.487601
SI072_120m,SaanichInlet_120m_191_40,0.213019
SI072_120m,SaanichInlet_120m_191_41,0.803648
SI072_120m,SaanichInlet_120m_191_42,0.433685
SI072_120m,SaanichInlet_120m_191_43,0.372644
SI072_120m,SaanichInlet_120m_191_44,0.945847
SI072_120m,SaanichInlet_120m_191_45,1.14429
SI072_120m,SaanichInlet_120m_191_46,0.570872
SI072_120m,SaanichInlet_120m_191_47,0.880986
SI072_120m,SaanichInlet_120m_191_48,0.609375
SI072_120m,SaanichInlet_120m_191_49,0.368459
SI072_120m,SaanichInlet_120m_191_5,0.422628
SI072_120m,SaanichInlet_120m_191_50,0.516794
SI072_120m,SaanichInlet_120m_191_51,0.614358
SI072_120m,SaanichInlet_120m_191_52,1.35742
SI072_120m,SaanichInlet_120m_191_53,0.546326
SI072_120m,SaanichInlet_120m_191_54,0.273476
SI072_120m,SaanichInlet_120m_191_55,0.591362
SI072_120m,SaanichInlet_120m_191_56,0.411351
SI072_120m,SaanichInlet_120m_191_57,0.966768
SI072_120m,SaanichInlet_120m_191_58,1.45732
SI072_120m,SaanichInlet_120m_191_59,7.01474
SI072_120m,SaanichInlet_120m_191_6,1.7452
SI072_120m,SaanichInlet_120m_191_60,3.00348
SI072_120m,SaanichInlet_120m_191_61,0.262539
SI072_120m,SaanichInlet_120m_191_62,0.498717
SI072_120m,SaanichInlet_120m_191_63,0.168756
SI072_120m,SaanichInlet_120m_191_64,2.24803
SI072_120m,SaanichInlet_120m_191_65,2.61946
SI072_120m,SaanichInlet_120m_191_66,0.839826
SI072_120m,SaanichInlet_120m_191_67,0.519483
SI072_120m,SaanichInlet_120m_191_68,1.43112
SI072_120m,SaanichInlet_120m_191_69,0.155025
SI072_120m,SaanichInlet_120m_191_7,0.523095
SI072_120m,SaanichInlet_120m_191_70,0.483248
SI072_120m,SaanichInlet_120m_191_71,0.561558
SI072_120m,SaanichInlet_120m_191_72,1.14317
SI072_120m,SaanichInlet_120m_191_73,5.06203
SI072_120m,SaanichInlet_120m_191_74,0.739518
SI072_120m,SaanichInlet_120m_191_75,0.329309
SI072_120m,SaanichInlet_120m_191_76,0.337171
SI072_120m,SaanichInlet_120m_191_77,0.47591
SI072_120m,SaanichInlet_120m_191_78,0.633345
SI072_120m,SaanichInlet_120m_191_79,0.649348
SI072_120m,SaanichInlet_120m_191_8,0.435027
SI072_120m,SaanichInlet_120m_191_80,0.135475
SI072_120m,SaanichInlet_120m_191_81,0.610346
SI072_120m,SaanichInlet_120m_191_82,1.47919
SI072_120m,SaanichInlet_120m_191_83,0.339288
SI072_120m,SaanichInlet_120m_191_84,0.468339
SI072_120m,SaanichInlet_120m_191_85,0.33988
SI072_120m,SaanichInlet_120m_191_86,0.314738
SI072_120m,SaanichInlet_120m_191_87,0.27319
SI072_120m,SaanichInlet_120m_191_88,0.225653
SI072_120m,SaanichInlet_120m_191_89,0.738126
SI072_120m,SaanichInlet_120m_191_9,0.579684
SI072_120m,SaanichInlet_120m_191_90,0.70327
SI072_120m,SaanichInlet_120m_191_91,1.13205
SI072_120m,SaanichInlet_120m_191_92,0.609363
SI072_120m,SaanichInlet_120m_191_93,1.01397
SI072_120m,SaanichInlet_120m_191_94,0.412295
SI072_120m,SaanichInlet_120m_191_95,1.46538
SI072_120m,SaanichInlet_120m_191_96,0.766537
SI072_120m,SaanichInlet_120m_191_97,0.127373
SI072_120m,SaanichInlet_120m_191_98,3.65721
SI072_120m,SaanichInlet_120m_191_99,0.348887
SI072_120m,SaanichInlet_120m_193_1,0.231158
SI072_120m,SaanichInlet_120m_193_10,0.183417
SI072_120m,SaanichInlet_120m_193_100,1.20354
SI072_120m,SaanichInlet_120m_193_101,0.277854
SI072_120m,SaanichInlet_120m_193_102,0.402233
SI072_120m,SaanichInlet_120m_193_103,0.546848
SI072_120m,SaanichInlet_120m_193_104,0.299385
SI072_120m,SaanichInlet_120m_193_105,0.437628
SI072_120m,SaanichInlet_120m_193_106,0.373561
SI072_120m,SaanichInlet_120m_193_107,0.661232
SI072_120m,SaanichInlet_120m_193_108,0.412042
SI072_120m,SaanichInlet_120m_193_109,0.48303
SI072_120m,SaanichInlet_120m_193_11,0.42052
SI072_120m,SaanichInlet_120m_193_110,0.265109
SI072_120m,SaanichInlet_120m_193_111,0.292792
SI072_120m,SaanichInlet_120m_193_112,0.145859
SI072_120m,SaanichInlet_120m_193_113,0.587138
SI072_120m,SaanichInlet_120m_193_114,0.266455
SI072_120m,SaanichInlet_120m_193_115,0.175487
SI072_120m,SaanichInlet_120m_193_116,0.23763
SI072_120m,SaanichInlet_120m_193_117,0.165292
SI072_120m,SaanichInlet_120m_193_118,0.581357
SI072_120m,SaanichInlet_120m_193_119,0.153134
SI072_120m,SaanichInlet_120m_193_12,0.676849
SI072_120m,SaanichInlet_120m_193_120,0.217969
SI072_120m,SaanichInlet_120m_193_121,1.3009
SI072_120m,SaanichInlet_120m_193_122,0.497723
SI072_120m,SaanichInlet_120m_193_123,0.28427
SI072_120m,SaanichInlet_120m_193_124,0.509046
SI072_120m,SaanichInlet_120m_193_125,0.627181
SI072_120m,SaanichInlet_120m_193_126,0.487539
SI072_120m,SaanichInlet_120m_193_127,1.92282
SI072_120m,SaanichInlet_120m_193_128,0.195486
SI072_120m,SaanichInlet_120m_193_129,0.402058
SI072_120m,SaanichInlet_120m_193_13,0.205693
SI072_120m,SaanichInlet_120m_193_130,0.180174
SI072_120m,SaanichInlet_120m_193_131,0.551949
SI072_120m,SaanichInlet_120m_193_132,0.751151
SI072_120m,SaanichInlet_120m_193_133,0.320409
SI072_120m,SaanichInlet_120m_193_134,0.417226
SI072_120m,SaanichInlet_120m_193_135,0.177472
SI072_120m,SaanichInlet_120m_193_136,0.257051
SI072_120m,SaanichInlet_120m_193_137,0.260871
SI072_120m,SaanichInlet_120m_193_138,2.27949
SI072_120m,SaanichInlet_120m_193_139,0.189244
SI072_120m,SaanichInlet_120m_193_14,0.351714
SI072_120m,SaanichInlet_120m_193_140,0.842637
SI072_120m,SaanichInlet_120m_193_141,0.778287
SI072_120m,SaanichInlet_120m_193_142,0.642747
SI072_120m,SaanichInlet_120m_193_143,0.211363
SI072_120m,SaanichInlet_120m_193_144,0.77612
SI072_120m,SaanichInlet_120m_193_145,1.0222
SI072_120m,SaanichInlet_120m_193_146,0.231294
SI072_120m,SaanichInlet_120m_193_147,0.251642
SI072_120m,SaanichInlet_120m_193_148,0.167039
SI072_120m,SaanichInlet_120m_193_149,0.761812
SI072_120m,SaanichInlet_120m_193_15,0.293708
SI072_120m,SaanichInlet_120m_193_150,0.123063
SI072_120m,SaanichInlet_120m_193_151,0.377158
SI072_120m,SaanichInlet_120m_193_152,0.693282
SI072_120m,SaanichInlet_120m_193_153,0.348174
SI072_120m,SaanichInlet_120m_193_154,0.207513
SI072_120m,SaanichInlet_120m_193_155,0.227929
SI072_120m,SaanichInlet_120m_193_156,0.113073
SI072_120m,SaanichInlet_120m_193_157,0.305807
SI072_120m,SaanichInlet_120m_193_158,0.0838586
SI072_120m,SaanichInlet_120m_193_159,0.258136
SI072_120m,SaanichInlet_120m_193_16,0.646405
SI072_120m,SaanichInlet_120m_193_160,0.312826
SI072_120m,SaanichInlet_120m_193_161,0.3396
SI072_120m,SaanichInlet_120m_193_162,0.20914
SI072_120m,SaanichInlet_120m_193_163,0.262244
SI072_120m,SaanichInlet_120m_193_164,0.243543
SI072_120m,SaanichInlet_120m_193_165,1.78284
SI072_120m,SaanichInlet_120m_193_166,0.288428
SI072_120m,SaanichInlet_120m_193_167,0.339796
SI072_120m,SaanichInlet_120m_193_168,0.503165
SI072_120m,SaanichInlet_120m_193_169,0.434312
SI072_120m,SaanichInlet_120m_193_17,0.1255
SI072_120m,SaanichInlet_120m_193_170,0.107629
SI072_120m,SaanichInlet_120m_193_171,0.213991
SI072_120m,SaanichInlet_120m_193_172,0.671134
SI072_120m,SaanichInlet_120m_193_173,2.21344
SI072_120m,SaanichInlet_120m_193_174,0.323725
SI072_120m,SaanichInlet_120m_193_175,0.154352
SI072_120m,SaanichInlet_120m_193_176,0.281691
SI072_120m,SaanichInlet_120m_193_177,0.417543
SI072_120m,SaanichInlet_120m_193_178,0.417189
SI072_120m,SaanichInlet_120m_193_179,0.234825
SI072_120m,SaanichInlet_120m_193_18,0.501091
SI072_120m,SaanichInlet_120m_193_180,0.296687
SI072_120m,SaanichInlet_120m_193_181,1.07495
SI072_120m,SaanichInlet_120m_193_182,0.567673
SI072_120m,SaanichInlet_120m_193_183,1.01688
SI072_120m,SaanichInlet_120m_193_184,0.28759
SI072_120m,SaanichInlet_120m_193_185,0.0498813
SI072_120m,SaanichInlet_120m_193_186,0.586038
SI072_120m,SaanichInlet_120m_193_187,0.419463
SI072_120m,SaanichInlet_120m_193_188,0.611828
SI072_120m,SaanichInlet_120m_193_189,0.218703
SI072_120m,SaanichInlet_120m_193_19,0.312376
SI072_120m,SaanichInlet_120m_193_190,0.245278
SI072_120m,SaanichInlet_120m_193_191,0.182699
SI072_120m,SaanichInlet_120m_193_192,0.258219
SI072_120m,SaanichInlet_120m_193_193,0.301189
SI072_120m,SaanichInlet_120m_193_194,0.577007
SI072_120m,SaanichInlet_120m_193_195,0.507915
SI072_120m,SaanichInlet_120m_193_196,0.103421
SI072_120m,SaanichInlet_120m_193_197,0.438246
SI072_120m,SaanichInlet_120m_193_198,0.789029
SI072_120m,SaanichInlet_120m_193_199,0.0542338
SI072_120m,SaanichInlet_120m_193_2,0.205778
SI072_120m,SaanichInlet_120m_193_20,0.743083
SI072_120m,SaanichInlet_120m_193_200,0.362794
SI072_120m,SaanichInlet_120m_193_201,0.231445
SI072_120m,SaanichInlet_120m_193_202,1.36737
SI072_120m,SaanichInlet_120m_193_203,0.418338
SI072_120m,SaanichInlet_120m_193_204,0.151465
SI072_120m,SaanichInlet_120m_193_205,0.238535
SI072_120m,SaanichInlet_120m_193_206,0.404056
SI072_120m,SaanichInlet_120m_193_207,0.499535
SI072_120m,SaanichInlet_120m_193_208,0.38249
SI072_120m,SaanichInlet_120m_193_209,1.17965
SI072_120m,SaanichInlet_120m_193_21,0.587174
SI072_120m,SaanichInlet_120m_193_210,0.797848
SI072_120m,SaanichInlet_120m_193_211,0.506979
SI072_120m,SaanichInlet_120m_193_212,0.432405
SI072_120m,SaanichInlet_120m_193_213,0.436734
SI072_120m,SaanichInlet_120m_193_214,0.207753
SI072_120m,SaanichInlet_120m_193_215,0.277235
SI072_120m,SaanichInlet_120m_193_216,1.678
SI072_120m,SaanichInlet_120m_193_217,0.421446
SI072_120m,SaanichInlet_120m_193_218,0.742351
